id,split,valence,arousal,dominance,text,clean_text,sentiment_score,sentiment_label,EMI,Manipulation_Level
110CYL200_589_724,train,3.2,3.0,3.0,The Trustee referred him to the Blue Triangle where he consulted Goodwill's Career Academy staff for job search assistance.,trustee referred blue triangle consulted goodwill career academy staff job search assistance,0.25,Positive,0.35000000000000003,Moderately Manipulative
110CYL200_72_82,dev,3.0,2.6,3.1,Dear Name:,dear name,0.3818,Positive,0.42908,Moderately Manipulative
110CYL200_731_787,train,3.3,3.0,3.0,Jerry's Goodwill caseworker found him a job immediately.,jerry goodwill caseworker found job immediately,0.0,Neutral,0.2,Non-Manipulative
110CYL200_788_832,train,2.5,3.25,3.0,But Jerry's troubles didn't end there.,jerry troubles end,-0.4588,Negative,0.47528000000000004,Moderately Manipulative
110CYL200_833_946,train,2.89,3.0,3.0,"The seasonal construction job he obtained soon ended, and he returned to Career Academy for help once more.",seasonal construction job obtained soon ended returned career academy help,0.4019,Positive,0.44114000000000003,Moderately Manipulative
110CYL200_89_209,train,3.0,2.57,3.57,"When Jerry was released from prison, he knew it would take hard work and determination to straighten out his life.",jerry released prison knew would take hard work determination straighten life,-0.25,Negative,0.35000000000000003,Moderately Manipulative
110CYL200_947_1076,train,2.2,3.0,2.3,"Unemployed, homeless and with a prison record, Jerry now faced going back to prison for failure to pay child support.",unemployed homeless prison record jerry faced going back prison failure pay child support,-0.8225,Negative,0.6935,Highly Manipulative
112C-L012_1236_1337,train,3.0,3.0,3.1,"Such fund are often used for college tuition, vocational training or a deposit on an apartment.",fund often used college tuition vocational training deposit apartment,0.0,Neutral,0.2,Non-Manipulative
112C-L012_1569_1624,train,2.29,3.29,2.71,"Without private donor support, this Fund doesn't exist.",without private donor support fund exist,-0.3089,Negative,0.38534,Moderately Manipulative
112C-L012_1625_1768,test,3.12,2.88,2.75,Please take a few minutes to send a donation to help one or more of our children successfully cross that threshold into the future.,please take minutes send donation help one children successfully cross threshold future,0.802,Positive,0.6812,Highly Manipulative
112C-L012_1775_1785,train,3.22,3.0,3.0,"Sincerely,",sincerely,0.4767,Positive,0.48602,Moderately Manipulative
112C-L012_1792_1820,train,2.9,2.9,3.1,Mary Roth Executive Director,mary roth executive director,0.0,Neutral,0.2,Non-Manipulative
112C-L012_184_255,dev,3.0,2.89,3.0,The young adults who leave Pleasant Run have those same feelings.,young adults leave pleasant run feelings,0.4767,Positive,0.48602,Moderately Manipulative
112C-L012_18_31,train,3.0,2.75,3.0,21-Jun-99,,0.0,Neutral,0.2,Non-Manipulative
112C-L012_256_305,dev,2.5,2.9,2.9,Very few have family support to get them started.,family support get started,0.4019,Positive,0.44114000000000003,Moderately Manipulative
112C-L012_312_402,dev,2.62,2.88,2.5,"Many need furniture, linens and other basic necessities to begin lives on their own.",many need furniture linens basic necessities begin lives,0.0,Neutral,0.2,Non-Manipulative
112C-L012_38_63,train,3.0,2.9,3.1,"Name Address City, ST Zip",name address city st zip,0.0,Neutral,0.2,Non-Manipulative
112C-L012_409_634,test,3.2,3.0,3.3,"To help them establish themselves in the community, the Pleasant Run Emancipation fund was begun in 1993 by private donors who wanted to provide a measure of financial support for those leaving our programs.",help establish community pleasant run emancipation fund begun private donors wanted provide measure financial support leaving programs,0.8271,Positive,0.6962600000000001,Highly Manipulative
112C-L012_641_784,train,3.2,3.1,3.0,Individuals who are being emancipated are eligible to receive up to $500 from the Fund if they formally apply and meet four requirements:,individuals emancipated eligible receive fund formally apply meet four requirements,0.0,Neutral,0.2,Non-Manipulative
112C-L012_70_76,dev,3.22,2.89,3.0,"Dear ,",dear,0.3818,Positive,0.42908,Moderately Manipulative
112C-L012_785_815,train,3.0,2.88,3.0,1. Release by the courts,release courts,0.0,Neutral,0.2,Non-Manipulative
112C-L012_816_865,train,3.5,3.1,3.5,2. Successful completion of all life skills tests,successful completion life skills tests,0.5859,Positive,0.55154,Moderately Manipulative
112C-L012_83_183,train,3.1,3.4,3.2,Do you remember the combination of elation and apprehension you felt when you first left home?,remember combination elation apprehension felt first left home,-0.1531,Negative,0.29186,Non-Manipulative
112C-L012_872_930,train,2.88,2.88,3.25,3. Positive termination of his or her Pleasant Run program,positive termination pleasant run program,0.7845,Positive,0.6707000000000001,Highly Manipulative
112C-L012_931_982,train,3.29,2.71,3.29,4. Possession of a high school diploma or GED,possession high school diploma ged,0.0,Neutral,0.2,Non-Manipulative
112C-L012_989_1229,train,3.0,3.1,3.2,"Proof of meeting these, two staff reference letters and an essay stating why they should receive a grant and how it will be used are all reviewed by a Pleasant Run panel, which determines if the applicant merits the funds.",proof meeting two staff reference letters essay stating receive grant used reviewed pleasant run panel determines applicant merits funds,0.8176,Positive,0.69056,Highly Manipulative
112C-L013_1054_1129,train,3.0,3.0,3.0,Then the task was to help children who lost parents in the Civil War.,task help children lost parents civil war,-0.5423,Negative,0.52538,Moderately Manipulative
112C-L013_1130_1256,test,2.6,3.1,2.9,"Today, we serve children and families with a multitude of problems: emotional, physical, psychological and sexual abuse.",today serve children families multitude problems emotional physical psychological sexual abuse,-0.743,Negative,0.6458,Highly Manipulative
112C-L013_1257_1343,train,3.3,3.0,3.1,"Some come from families where, through therapy, there is hope for reunification.",come families therapy hope reunification,0.4404,Positive,0.46424000000000004,Moderately Manipulative
112C-L013_1344_1448,train,3.2,3.0,3.0,"For others, ""families"" are the counselors are housemates at the group homes where they live.",others families counselors housemates group homes live,0.0,Neutral,0.2,Non-Manipulative
112C-L013_1455_1532,dev,2.36,3.36,2.64,The biggest tragedy is that the problems don't go away; they only grow.,biggest tragedy problems go away grow,-0.7964,Negative,0.67784,Highly Manipulative
112C-L013_156_252,test,2.8,3.0,3.0,"Little ones, like Baby Jessica, caught in the struggle between adoptive and birth parents.",little ones like baby jessica caught struggle adoptive birth parents,-0.0202,Neutral,0.21212000000000003,Non-Manipulative
112C-L013_1592_1655,train,3.5,3.0,3.25,In 1995 we will serve over 850 children and 340 families.,serve children families,0.0,Neutral,0.2,Non-Manipulative
112C-L013_1656_1697,train,3.0,2.9,3.0,"In 1996, these figures will triple.",figures triple,0.0,Neutral,0.2,Non-Manipulative
112C-L013_1698_1850,train,3.63,2.82,3.27,"The children and families who come to Pleasant Run are given the opportunity to become happy, loving, and productive members of our society.",children families come pleasant run given opportunity become happy loving productive members society,0.9287,Positive,0.7572200000000001,Highly Manipulative
112C-L013_1851_1963,train,3.5,3.0,3.38,"They welcome the chance to belong, to become self- sufficient, to regain their self-esteem and confidence.",welcome chance belong become sufficient regain confidence,0.8074,Positive,0.68444,Highly Manipulative
112C-L013_18_35,train,3.0,2.56,2.89,27-Nov-95,,0.0,Neutral,0.2,Non-Manipulative
112C-L013_1964_2039,train,3.3,3.1,3.0,"Often it is a long, hard struggle, but the results are well worth it.",often long hard struggle results well worth,0.0772,Positive,0.24632,Non-Manipulative
112C-L013_2046_2161,train,2.7,3.1,2.9,"For Pleasant Run to continue to serve abused and neglected children and their families, we need your support.",pleasant run continue serve abused neglected children families need support,-0.1779,Negative,0.30674,Moderately Manipulative
112C-L013_2162_2234,train,2.71,3.43,3.14,"The Funding sources are shrinking, but the needs grow explosively.",funding sources shrinking needs grow explosively,0.0,Neutral,0.2,Non-Manipulative
112C-L013_2235_2311,train,3.2,3.6,3.1,"Please ""help good kids get better"" by sending us a contribution today.",please help good kids get better sending us contribution today,0.8689,Positive,0.7213400000000001,Highly Manipulative
112C-L013_2312_2388,train,3.2,3.0,3.1,Your gift will give children and families hope for improved tomorrows.,gift give children families hope improved tomorrows,0.836,Positive,0.7016000000000001,Highly Manipulative
112C-L013_2395_2405,dev,3.0,2.75,3.12,"Sincerely,",sincerely,0.4767,Positive,0.48602,Moderately Manipulative
112C-L013_2412_2421,train,3.0,2.7,2.9,Mary Roth,mary roth,0.0,Neutral,0.2,Non-Manipulative
112C-L013_253_379,train,2.1,3.1,2.7,"Older kids, like Tracy and Kerry, left homeless after a recent murder-suicide in Indianapolis claimed Mom and Dad.",older kids like tracy kerry left homeless recent indianapolis claimed mom dad,0.3612,Positive,0.4167200000000001,Moderately Manipulative
112C-L013_380_529,train,2.4,3.1,3.1,"Young adults, like Mary T., a jobless mother of three, trying desperately to keep her kids out of trouble in a crime-ridden neighborhood.",young adults like mary jobless mother three trying desperately keep kids trouble neighborhood,-0.4215,Negative,0.4529,Moderately Manipulative
112C-L013_42_54,train,3.0,2.71,3.43,Dear Friend:,dear friend,0.7003,Positive,0.6201800000000001,Highly Manipulative
112C-L013_530_542,train,3.62,3.87,3.0,Real people!,real people,0.0,Neutral,0.2,Non-Manipulative
112C-L013_549_574,train,2.9,2.9,3.0,There are thousands more.,thousands,0.0,Neutral,0.2,Non-Manipulative
112C-L013_575_652,train,1.9,3.3,2.9,"Families are being torn apart, and too often, children are the victims.",families torn apart often children victims,-0.5106,Negative,0.50636,Moderately Manipulative
112C-L013_61_149,train,3.1,2.8,3.1,What kind of people benefit by your contribution to Pleasant Run Children's Homes?,kind people benefit contribution pleasant run children homes,0.8658,Positive,0.71948,Highly Manipulative
112C-L013_653_757,train,2.29,3.29,2.86,"Kids like Tommie J., made a ward of the court because of repeated beatings by an alcoholic father;",kids like tommie made ward court repeated beatings alcoholic father,0.3612,Positive,0.4167200000000001,Moderately Manipulative
112C-L013_758_841,train,2.5,2.9,2.8,"Alice, sent to a group home to get help because of severe behavior disorders;",alice sent group home get help severe behavior disorders,0.0258,Neutral,0.21548,Non-Manipulative
112C-L013_842_966,train,3.33,3.0,2.78,"and John H., a recovering alcoholic, rebuilding a relationships with his family so they can live together again.",john recovering alcoholic rebuilding relationships family live together,0.0,Neutral,0.2,Non-Manipulative
112C-L013_973_1053,test,3.1,3.2,3.4,Pleasant Run Children's Homes began serving children nearly 130 years ago.,pleasant run children homes began serving children nearly years ago,0.5106,Positive,0.50636,Moderately Manipulative
112C-L014_1070_1113,dev,2.7,3.1,2.7,"For some, it's a matter of weeks or months;",matter weeks months,0.0258,Neutral,0.21548,Non-Manipulative
112C-L014_1114_1137,train,2.78,2.67,2.89,"for others, it's years.",others years,0.0,Neutral,0.2,Non-Manipulative
112C-L014_1144_1226,test,3.4,3.0,3.3,"They leave Pleasant Run, generally, ready and able to contribute to society.",leave pleasant run generally ready able contribute society,0.6808,Positive,0.60848,Highly Manipulative
112C-L014_1227_1282,train,4.0,3.5,3.7,We're proud of our children and all that they overcome.,proud children overcome,0.4767,Positive,0.48602,Moderately Manipulative
112C-L014_1289_1335,train,3.2,2.8,3.2,"We are a not-for-profit, multi-service agency.",agency,0.0,Neutral,0.2,Non-Manipulative
112C-L014_1336_1386,train,3.0,2.89,3.11,We wouldn't exist if the need weren't there.,would exist need,0.0,Neutral,0.2,Non-Manipulative
112C-L014_1387_1506,train,3.1,3.2,3.0,The numbers of children who deserve our services are rising... as quickly as our programs can grow to serve them.,numbers children deserve services rising quickly programs grow serve,0.0,Neutral,0.2,Non-Manipulative
112C-L014_1513_1538,train,3.43,3.29,3.0,Please help us help them.,please help us help,0.7717,Positive,0.6630200000000002,Highly Manipulative
